,Timestamps,Volume,Low,Open,High,Close,Datetime
0,1637937000,3764146,159.3000030517578,159.56500244140625,159.92010498046875,159.92010498046875,2021-11-26 08:30:00
1,1637937060,544678,159.69000244140625,159.9980926513672,160.13999938964844,160.11000061035156,2021-11-26 08:31:00
2,1637937120,476875,159.89999389648438,160.08999633789062,160.4499969482422,159.9199981689453,2021-11-26 08:32:00
3,1637937180,380827,160.0,160.0,160.0991973876953,160.08999633789062,2021-11-26 08:33:00
4,1637937240,373800,160.02000427246094,160.08990478515625,160.27000427246094,160.25999450683594,2021-11-26 08:34:00
5,1637937300,466631,159.74000549316406,160.25,160.27000427246094,159.74000549316406,2021-11-26 08:35:00
6,1637937360,454297,160.02000427246094,160.25,160.25,160.07000732421875,2021-11-26 08:36:00
7,1637937420,356094,159.80999755859375,159.83999633789062,159.8699951171875,159.82000732421875,2021-11-26 08:37:00
8,1637937480,425644,159.9499969482422,160.0,160.0500030517578,159.97500610351562,2021-11-26 08:38:00
9,1637937540,358430,159.7449951171875,160.0,160.0,159.8300018310547,2021-11-26 08:39:00
10,1637937600,318178,159.77000427246094,159.83999633789062,159.89999389648438,159.86000061035156,2021-11-26 08:40:00
11,1637937660,400561,159.7100067138672,159.75,159.82000732421875,159.7449951171875,2021-11-26 08:41:00
12,1637937720,312720,159.74000549316406,160.0,160.00999450683594,159.74000549316406,2021-11-26 08:42:00
13,1637937780,520283,159.41000366210938,159.625,159.6999969482422,159.44000244140625,2021-11-26 08:43:00
14,1637937840,296249,159.25999450683594,159.28529357910156,159.30499267578125,159.272705078125,2021-11-26 08:44:00
15,1637937900,683233,158.77999877929688,159.0,159.0500030517578,158.7899932861328,2021-11-26 08:45:00
16,1637937960,558827,158.74000549316406,158.75,158.94000244140625,158.92999267578125,2021-11-26 08:46:00
17,1637938020,420290,158.64779663085938,159.0,159.02999877929688,158.64999389648438,2021-11-26 08:47:00
18,1637938080,275306,158.75999450683594,158.80499267578125,158.80499267578125,158.75999450683594,2021-11-26 08:48:00
19,1637938140,397497,158.57000732421875,158.75,158.75,158.63999938964844,2021-11-26 08:49:00
20,1637938200,415002,158.5,158.5,158.6999969482422,158.67979431152344,2021-11-26 08:50:00
21,1637938260,331725,158.5,158.5,158.67999267578125,158.6300048828125,2021-11-26 08:51:00
22,1637938320,326881,158.6199951171875,158.75,158.77499389648438,158.6199951171875,2021-11-26 08:52:00
23,1637938380,319010,158.5,158.625,158.63999938964844,158.5500030517578,2021-11-26 08:53:00
24,1637938440,285297,158.5,158.5,158.50999450683594,158.50999450683594,2021-11-26 08:54:00
25,1637938500,393997,158.5,158.5,158.5399932861328,158.5,2021-11-26 08:55:00
26,1637938560,360411,158.47999572753906,158.75,158.75,158.5612030029297,2021-11-26 08:56:00
27,1637938620,271641,158.75,158.75,158.75,158.75,2021-11-26 08:57:00
28,1637938680,333022,158.5399932861328,158.6300048828125,158.8800048828125,158.85000610351562,2021-11-26 08:58:00
29,1637938740,316878,158.72999572753906,158.85000610351562,158.9199981689453,158.75,2021-11-26 08:59:00
30,1637938800,325699,158.72999572753906,158.74000549316406,158.97000122070312,158.8699951171875,2021-11-26 09:00:00
31,1637938860,269133,158.80999755859375,158.8520050048828,158.9600067138672,158.82000732421875,2021-11-26 09:01:00
32,1637938920,256738,158.64999389648438,158.82000732421875,158.8699951171875,158.66000366210938,2021-11-26 09:02:00
33,1637938980,252937,158.4759063720703,158.66990661621094,158.6999969482422,158.53199768066406,2021-11-26 09:03:00
34,1637939040,296058,158.44000244140625,158.5216064453125,158.6699981689453,158.4499969482422,2021-11-26 09:04:00
35,1637939100,234133,158.41909790039062,158.4499969482422,158.5800018310547,158.42999267578125,2021-11-26 09:05:00
36,1637939160,238886,158.39999389648438,158.43499755859375,158.63999938964844,158.5,2021-11-26 09:06:00
37,1637939220,289395,158.38999938964844,158.50999450683594,158.5800018310547,158.4550018310547,2021-11-26 09:07:00
38,1637939280,270144,158.3800048828125,158.44000244140625,158.61000061035156,158.44000244140625,2021-11-26 09:08:00
39,1637939340,363994,158.00999450683594,158.43499755859375,158.50999450683594,158.30650329589844,2021-11-26 09:09:00
40,1637939400,359779,158.1199951171875,158.2899932861328,158.35000610351562,158.13999938964844,2021-11-26 09:10:00
41,1637939460,236877,158.11000061035156,158.14999389648438,158.24000549316406,158.1230010986328,2021-11-26 09:11:00
42,1637939520,236305,158.0800018310547,158.1300048828125,158.24000549316406,158.1240997314453,2021-11-26 09:12:00
43,1637939580,240728,158.02000427246094,158.1201934814453,158.19000244140625,158.0399932861328,2021-11-26 09:13:00
44,1637939640,312803,158.0500030517578,158.0500030517578,158.24000549316406,158.11289978027344,2021-11-26 09:14:00
45,1637939700,416031,158.08999633789062,158.11990356445312,158.35000610351562,158.2050018310547,2021-11-26 09:15:00
46,1637939760,294986,158.02499389648438,158.1999969482422,158.22000122070312,158.11000061035156,2021-11-26 09:16:00
47,1637939820,210763,158.07000732421875,158.10000610351562,158.24000549316406,158.07090759277344,2021-11-26 09:17:00
48,1637939880,682929,157.82000732421875,158.0800018310547,158.11000061035156,157.92999267578125,2021-11-26 09:18:00
49,1637939940,313786,157.94000244140625,157.94000244140625,158.1300048828125,158.02000427246094,2021-11-26 09:19:00
50,1637940000,290476,158.02000427246094,158.02000427246094,158.25,158.03990173339844,2021-11-26 09:20:00
51,1637940060,271424,157.94000244140625,158.02999877929688,158.11000061035156,158.00990295410156,2021-11-26 09:21:00
52,1637940120,234559,157.85000610351562,158.0,158.02999877929688,157.9199981689453,2021-11-26 09:22:00
53,1637940180,265333,157.88999938964844,157.90040588378906,158.0,157.94000244140625,2021-11-26 09:23:00
54,1637940240,301889,157.72999572753906,157.92999267578125,157.99000549316406,157.7530059814453,2021-11-26 09:24:00
55,1637940300,362257,157.5800018310547,157.7698974609375,157.8699951171875,157.6199951171875,2021-11-26 09:25:00
56,1637940360,266492,157.6123046875,157.6199951171875,157.80999755859375,157.77020263671875,2021-11-26 09:26:00
57,1637940420,255048,157.74000549316406,157.77059936523438,157.92999267578125,157.83999633789062,2021-11-26 09:27:00
58,1637940480,390829,157.80999755859375,157.8300018310547,158.2050018310547,158.0749969482422,2021-11-26 09:28:00
59,1637940540,304109,157.99000549316406,158.07989501953125,158.16990661621094,158.13999938964844,2021-11-26 09:29:00
60,1637940600,275611,158.0,158.14999389648438,158.16000366210938,158.0850067138672,2021-11-26 09:30:00
61,1637940660,239116,157.88999938964844,158.08999633789062,158.11000061035156,157.97000122070312,2021-11-26 09:31:00
62,1637940720,272341,157.74000549316406,157.97999572753906,157.99000549316406,157.75,2021-11-26 09:32:00
63,1637940780,197146,157.75,157.75,157.91000366210938,157.88450622558594,2021-11-26 09:33:00
64,1637940840,176376,157.8419952392578,157.8699951171875,157.97999572753906,157.91439819335938,2021-11-26 09:34:00
65,1637940900,245521,157.91000366210938,157.92999267578125,158.19500732421875,158.05999755859375,2021-11-26 09:35:00
66,1637940960,248442,158.05999755859375,158.0749969482422,158.24000549316406,158.11000061035156,2021-11-26 09:36:00
67,1637941020,208554,157.9600067138672,158.11000061035156,158.1199951171875,158.03500366210938,2021-11-26 09:37:00
68,1637941080,193378,157.97500610351562,158.02999877929688,158.14999389648438,158.05999755859375,2021-11-26 09:38:00
69,1637941140,146477,157.9199981689453,158.05859375,158.08999633789062,157.93499755859375,2021-11-26 09:39:00
70,1637941200,265823,157.77999877929688,157.94000244140625,158.07000732421875,157.8336944580078,2021-11-26 09:40:00
71,1637941260,196021,157.7899932861328,157.8300018310547,157.9149932861328,157.80889892578125,2021-11-26 09:41:00
72,1637941320,214046,157.80499267578125,157.80499267578125,157.97999572753906,157.89999389648438,2021-11-26 09:42:00
73,1637941380,145508,157.77999877929688,157.91000366210938,157.9600067138672,157.914794921875,2021-11-26 09:43:00
74,1637941440,157622,157.82000732421875,157.91000366210938,157.9550018310547,157.89500427246094,2021-11-26 09:44:00
75,1637941500,216761,157.8000030517578,157.8800048828125,157.99000549316406,157.82550048828125,2021-11-26 09:45:00
76,1637941560,199586,157.72000122070312,157.8249969482422,157.90499877929688,157.72999572753906,2021-11-26 09:46:00
77,1637941620,254662,157.63999938964844,157.74000549316406,157.82000732421875,157.6999969482422,2021-11-26 09:47:00
78,1637941680,297663,157.6999969482422,157.7050018310547,157.9600067138672,157.75399780273438,2021-11-26 09:48:00
79,1637941740,222597,157.7100067138672,157.76010131835938,157.8800048828125,157.8300018310547,2021-11-26 09:49:00
80,1637941800,238124,157.6300048828125,157.83009338378906,157.89999389648438,157.6999969482422,2021-11-26 09:50:00
81,1637941860,230415,157.66000366210938,157.7100067138672,157.77499389648438,157.66189575195312,2021-11-26 09:51:00
82,1637941920,235213,157.63999938964844,157.6699981689453,157.75999450683594,157.75999450683594,2021-11-26 09:52:00
83,1637941980,265712,157.6199951171875,157.75,157.88999938964844,157.63340759277344,2021-11-26 09:53:00
84,1637942040,217332,157.58999633789062,157.63999938964844,157.69000244140625,157.61000061035156,2021-11-26 09:54:00
85,1637942100,226442,157.55999755859375,157.6199951171875,157.6699981689453,157.55999755859375,2021-11-26 09:55:00
86,1637942160,237720,157.50999450683594,157.56500244140625,157.63999938964844,157.51229858398438,2021-11-26 09:56:00
87,1637942220,400421,157.42999267578125,157.52000427246094,157.5749969482422,157.47000122070312,2021-11-26 09:57:00
88,1637942280,250384,157.4499969482422,157.47000122070312,157.5800018310547,157.52499389648438,2021-11-26 09:58:00
89,1637942340,203436,157.50999450683594,157.52999877929688,157.67140197753906,157.610107421875,2021-11-26 09:59:00
90,1637942400,511268,157.22999572753906,157.61000061035156,157.61500549316406,157.22999572753906,2021-11-26 10:00:00
91,1637942460,300623,157.1999969482422,157.2449951171875,157.35000610351562,157.27999877929688,2021-11-26 10:01:00
92,1637942520,204791,157.2700958251953,157.28500366210938,157.39999389648438,157.30499267578125,2021-11-26 10:02:00
93,1637942580,224092,157.1999969482422,157.3000030517578,157.35000610351562,157.28500366210938,2021-11-26 10:03:00
94,1637942640,215046,157.1999969482422,157.28500366210938,157.35000610351562,157.28990173339844,2021-11-26 10:04:00
95,1637942700,238950,157.25,157.2899932861328,157.4499969482422,157.35499572753906,2021-11-26 10:05:00
96,1637942760,204304,157.33599853515625,157.36000061035156,157.49000549316406,157.4499969482422,2021-11-26 10:06:00
97,1637942820,248707,157.3800048828125,157.4600067138672,157.52000427246094,157.4499969482422,2021-11-26 10:07:00
98,1637942880,336956,157.4199981689453,157.44000244140625,157.52999877929688,157.4499969482422,2021-11-26 10:08:00
99,1637942940,265989,157.4199981689453,157.4499969482422,157.52999877929688,157.44000244140625,2021-11-26 10:09:00
